State,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
L,L,-0.34,-0.14,0.86,-7.39,19.84,6.77,-8.53,44.02,-400.00
L,L,-0.35,-0.17,0.90,-3.36,21.30,6.16,-8.17,44.26,-400.00
L,L,-0.35,-0.16,0.95,0.92,16.66,2.75,-8.17,44.26,-400.00
L,L,-0.33,-0.10,0.96,2.14,10.38,-1.59,-8.17,44.26,-400.00
L,L,-0.30,-0.07,0.99,-2.38,9.28,2.01,-7.82,43.51,-400.00
L,L,-0.31,-0.09,0.98,-8.79,9.70,8.12,-7.82,43.51,-400.00
L,L,-0.33,-0.12,0.94,-14.16,1.89,8.42,-7.82,43.51,-400.00
L,L,-0.33,-0.10,0.92,-15.08,-7.26,5.62,-7.82,43.51,-400.00
L,L,-0.36,-0.08,0.84,-26.61,-3.36,6.29,-7.73,43.01,-400.00
L,L,-0.38,-0.09,0.78,-27.59,-3.05,8.00,-7.73,43.01,-400.00
L,L,-0.38,-0.08,0.75,-7.20,3.36,4.82,-7.73,43.01,-400.00
L,L,-0.32,-0.06,0.81,3.85,21.00,2.14,-7.42,43.46,-400.00
L,L,-0.30,-0.07,0.87,8.36,42.60,4.33,-7.42,43.46,-400.00
L,L,-0.33,-0.07,1.07,7.63,43.21,3.17,-7.42,43.46,-400.00
L,L,-0.31,-0.04,1.10,0.37,18.62,1.89,-7.42,43.46,-400.00
L,L,-0.30,-0.03,1.00,-5.25,-7.45,7.14,-7.80,43.54,-400.00
L,L,-0.30,-0.05,0.94,-9.03,-9.34,11.41,-7.80,43.54,-400.00
L,L,-0.31,-0.10,0.85,-14.53,-0.06,11.54,-7.80,43.54,-400.00
L,L,-0.31,-0.12,0.90,-5.00,15.87,9.28,-7.26,42.75,-400.00
L,L,-0.30,-0.08,0.98,-1.16,21.73,3.23,-7.26,42.75,-400.00
L,L,-0.28,-0.05,1.03,0.79,17.58,2.50,-7.26,42.75,-400.00
L,L,-0.28,-0.05,1.02,-6.10,5.25,7.39,-7.26,42.75,-400.00
L,L,-0.32,-0.10,0.91,-14.83,-8.73,10.50,-7.59,43.15,-400.00
L,L,-0.33,-0.11,0.82,-18.80,-15.08,7.93,-7.59,43.15,-400.00
L,L,-0.33,-0.10,0.70,-15.14,-8.79,5.43,-7.59,43.15,-400.00
L,L,-0.32,-0.05,0.72,-0.18,22.34,-0.06,-7.14,43.04,-400.00
L,L,-0.28,0.00,0.93,12.70,54.87,-2.26,-7.14,43.04,-400.00
L,L,-0.26,0.01,1.02,14.04,58.04,1.65,-7.14,43.04,-400.00
L,L,-0.26,-0.02,1.17,8.85,39.61,4.58,-7.41,42.81,-400.00
L,L,-0.25,-0.04,1.07,-6.23,8.42,8.00,-7.41,42.81,-400.00
L,L,-0.25,-0.06,0.90,-18.01,-10.62,10.93,-7.41,42.81,-400.00
L,L,-0.24,-0.08,0.83,-21.61,-5.74,11.35,-7.41,42.81,-400.00
L,L,-0.25,-0.10,0.79,-14.59,18.49,8.67,-6.48,42.93,-400.00
L,L,-0.24,-0.07,0.94,7.51,35.34,3.78,-6.48,42.93,-400.00
L,L,-0.24,-0.03,1.01,7.93,35.28,1.46,-6.48,42.93,-400.00
L,L,-0.20,0.02,1.13,4.52,29.97,4.03,-7.23,42.97,-400.00
L,L,-0.19,-0.02,1.08,-15.01,11.96,12.70,-7.23,42.97,-400.00
L,L,-0.20,-0.10,1.00,-17.33,2.32,14.10,-7.23,42.97,-400.00
L,L,-0.20,-0.11,0.95,-15.38,3.05,5.86,-7.23,42.97,-400.00
L,L,-0.19,-0.04,0.98,-0.79,13.31,1.89,-6.65,42.33,-400.00
L,L,-0.19,0.01,1.03,-2.81,15.93,1.28,-6.65,42.33,-400.00
L,L,-0.20,-0.03,0.97,-10.56,-5.49,9.46,-6.65,42.33,-400.00
L,L,-0.22,-0.06,0.89,-14.71,-14.22,12.15,-6.20,42.58,-400.00
L,L,-0.20,-0.07,0.79,-20.63,-8.30,8.97,-6.20,42.58,-400.00
L,L,-0.19,-0.03,0.84,-12.76,15.87,3.66,-6.20,42.58,-400.00
L,L,-0.20,-0.00,0.93,-10.19,25.63,2.01,-5.65,42.55,-400.00
L,L,-0.18,0.01,0.97,-11.17,18.74,3.48,-5.65,42.55,-400.00
L,L,-0.17,0.00,1.00,-7.93,7.93,5.86,-5.65,42.55,-400.00
L,L,-0.18,0.01,0.98,-12.02,6.16,5.25,-5.65,42.55,-400.00
L,L,-0.19,0.01,0.96,-15.81,0.85,5.55,-5.30,41.02,-400.00
L,L,-0.19,0.01,0.88,-20.51,0.79,5.62,-5.30,41.02,-400.00
L,L,-0.17,0.01,0.86,-13.73,11.54,4.09,-5.30,41.02,-400.00
L,L,-0.14,0.04,1.05,-5.37,30.88,2.20,-5.79,41.27,-400.00
L,L,-0.13,0.05,1.09,-10.13,33.33,2.01,-5.79,41.27,-400.00
L,L,-0.15,0.05,1.15,-12.39,16.17,2.87,-5.79,41.27,-400.00
L,L,-0.17,0.07,1.06,-13.12,-9.77,2.75,-5.79,41.27,-400.00
L,L,-0.17,0.07,0.99,-11.60,-16.85,3.54,-5.87,41.32,-400.00
L,L,-0.19,0.04,0.91,-9.40,-12.45,4.46,-5.87,41.32,-400.00
L,L,-0.23,0.05,0.85,-14.28,-4.03,3.11,-5.87,41.32,-400.00
L,L,-0.21,0.09,0.84,-9.64,4.33,-0.49,-5.41,41.48,-400.00
L,L,-0.19,0.10,0.84,-5.92,13.24,2.32,-5.41,41.48,-400.00
L,L,-0.20,0.07,0.93,2.99,18.92,2.99,-5.41,41.48,-400.00
L,L,-0.19,0.08,0.96,-6.35,17.76,0.98,-5.41,41.48,-400.00
L,L,-0.17,0.11,0.94,-4.70,9.70,1.46,-5.53,41.50,-400.00
L,L,-0.17,0.11,0.96,-2.75,11.11,2.26,-5.53,41.50,-400.00
L,L,-0.15,0.12,1.01,-1.04,17.82,3.72,-5.53,41.50,-400.00
L,L,-0.17,0.10,1.04,-8.30,14.89,5.55,-5.14,41.36,-400.00
L,L,-0.19,0.09,0.99,-11.78,-8.24,6.65,-5.14,41.36,-400.00
L,L,-0.20,0.09,0.83,-11.29,-13.79,5.37,-5.14,41.36,-400.00
L,L,-0.17,0.12,0.75,-5.43,1.40,0.73,-5.37,40.83,-400.00
L,L,-0.13,0.13,0.87,1.89,35.03,3.17,-5.37,40.83,-400.00
L,L,-0.13,0.11,0.98,2.01,44.68,8.42,-5.37,40.83,-400.00
L,L,-0.13,0.09,1.09,-6.84,38.15,8.12,-5.37,40.83,-400.00
L,L,-0.10,0.12,1.11,-9.58,17.94,5.25,-4.85,40.83,-400.00
L,L,-0.10,0.13,1.05,-9.22,5.55,6.59,-4.85,40.83,-400.00
L,L,-0.12,0.13,1.04,-7.39,2.50,7.20,-4.85,40.83,-400.00
L,L,-0.11,0.15,1.00,-14.10,1.59,6.77,-4.75,39.79,-400.00
L,L,-0.13,0.13,0.93,-18.49,-1.34,10.62,-4.75,39.79,-400.00
L,L,-0.14,0.11,0.89,-15.87,-7.14,12.63,-4.75,39.79,-400.00
L,L,-0.14,0.07,0.81,-15.75,-5.49,11.78,-4.75,39.79,-400.00
L,L,-0.12,0.08,0.77,-12.63,12.15,5.68,-5.03,39.67,-400.00
L,L,-0.10,0.13,0.91,4.21,39.79,-0.67,-5.03,39.67,-400.00
L,L,-0.08,0.17,1.05,13.06,51.39,-3.54,-5.03,39.67,-400.00
L,L,-0.07,0.22,1.21,3.66,37.72,-0.24,-4.88,39.72,-400.00
L,L,-0.07,0.18,1.11,-11.90,-2.38,10.50,-4.88,39.72,-400.00
L,L,-0.07,0.10,0.96,-16.54,-18.43,13.73,-4.88,39.72,-400.00
L,L,-0.07,0.07,0.89,-18.92,-14.77,12.57,-4.88,39.72,-400.00
L,L,-0.10,0.06,0.83,-15.08,3.42,6.59,-4.43,39.16,-400.00
L,L,-0.08,0.10,0.83,1.34,18.19,-1.77,-4.43,39.16,-400.00
L,L,-0.07,0.14,0.91,16.66,33.63,-5.25,-4.43,39.16,-400.00
L,L,-0.03,0.20,1.09,14.59,38.27,-4.21,-4.50,38.66,-400.00
L,L,0.01,0.16,1.24,-4.58,29.97,6.23,-4.50,38.66,-400.00
L,L,-0.03,0.06,1.16,-26.73,-4.33,15.44,-4.50,38.66,-400.00
L,L,-0.04,0.03,1.03,-30.88,-28.93,7.14,-4.68,38.54,-400.00
L,L,-0.04,0.06,0.88,-22.16,-25.45,0.61,-4.68,38.54,-400.00
L,L,-0.03,0.13,0.86,-5.68,3.72,-8.36,-4.68,38.54,-400.00
L,L,-0.06,0.17,1.01,9.03,25.21,-10.80,-4.68,38.54,-400.00
L,L,-0.06,0.18,1.06,9.83,25.45,-11.72,-5.04,38.53,-400.00
L,L,-0.09,0.20,1.04,8.61,4.46,-11.35,-5.04,38.53,-400.00
L,L,-0.09,0.24,0.97,3.60,-12.02,-10.86,-5.04,38.53,-400.00
L,L,-0.08,0.26,0.94,-14.65,-1.04,-9.64,-4.90,38.20,-400.00
L,L,-0.06,0.27,0.95,-20.08,6.29,-6.59,-4.90,38.20,-400.00
L,L,-0.08,0.23,0.97,-20.57,7.93,1.95,-4.90,38.20,-400.00
L,L,-0.08,0.19,0.92,-14.59,1.34,2.08,-4.90,38.20,-400.00
L,L,-0.07,0.19,0.90,7.08,8.97,-4.58,-4.61,37.81,-400.00
L,L,-0.06,0.20,0.98,10.01,19.78,-6.65,-4.61,37.81,-400.00
L,L,-0.07,0.24,1.07,14.53,28.93,-10.80,-4.61,37.81,-400.00
L,L,-0.07,0.29,1.10,12.70,9.16,-10.50,-4.54,38.10,-400.00
L,L,-0.07,0.29,1.02,4.46,-3.72,-8.30,-4.54,38.10,-400.00
L,L,-0.05,0.27,0.87,2.56,-9.09,-4.15,-4.54,38.10,-400.00
L,L,-0.04,0.24,0.92,3.66,10.80,-0.43,-4.99,38.17,-400.00
L,L,-0.05,0.23,0.96,-8.36,23.99,1.65,-4.99,38.17,-400.00
L,L,-0.06,0.18,0.97,-5.55,18.62,1.83,-4.99,38.17,-400.00
L,L,-0.06,0.17,0.94,4.94,-3.78,-1.53,-4.99,38.17,-400.00
L,L,-0.05,0.20,0.85,2.87,-5.13,-4.15,-4.64,37.61,-400.00
L,L,-0.06,0.20,0.82,3.97,9.09,-3.60,-4.64,37.61,-400.00
L,L,-0.07,0.19,0.85,8.06,14.10,-2.69,-4.64,37.61,-400.00
L,L,-0.07,0.18,0.86,10.93,11.05,-2.62,-5.27,37.34,-400.00
L,L,-0.03,0.19,0.87,10.19,13.12,-4.58,-5.27,37.34,-400.00
L,L,-0.01,0.19,0.86,7.39,18.62,-4.88,-5.27,37.34,-400.00
L,L,-0.01,0.18,0.99,13.43,33.26,-4.03,-5.27,37.34,-400.00
L,L,-0.00,0.19,1.04,9.77,26.92,-4.03,-5.70,38.54,-400.00
L,L,-0.01,0.19,1.05,0.43,7.57,-2.20,-5.70,38.54,-400.00
L,L,-0.00,0.19,0.99,-6.53,1.22,-1.89,-5.70,38.54,-400.00
L,L,-0.00,0.19,0.97,-8.18,-4.76,-0.31,-6.12,36.94,-400.00
L,L,0.01,0.17,0.89,-15.99,-3.17,0.61,-6.12,36.94,-400.00
L,L,0.01,0.16,0.89,-3.48,11.05,-1.53,-6.12,36.94,-400.00
L,L,0.01,0.16,0.98,0.31,17.40,-3.97,-6.12,36.94,-400.00
L,L,-0.01,0.22,0.98,3.11,17.82,-9.95,-6.52,37.56,-400.00
L,L,0.02,0.27,1.06,15.38,8.18,-11.41,-6.52,37.56,-400.00
L,L,0.03,0.28,1.05,10.31,4.09,-8.54,-6.52,37.56,-400.00
L,L,0.03,0.23,1.01,-1.59,3.42,-1.22,-6.81,36.66,-400.00
L,L,0.00,0.17,1.00,-2.75,6.71,0.31,-6.81,36.66,-400.00
L,L,-0.01,0.17,0.98,2.38,2.08,-5.07,-6.81,36.66,-400.00
L,L,0.03,0.22,0.98,1.10,-0.98,-5.98,-7.09,36.79,-400.00
L,L,0.03,0.23,0.96,-4.58,-0.43,-5.00,-7.09,36.79,-400.00
L,L,0.01,0.20,0.87,-13.31,6.23,-3.30,-7.09,36.79,-400.00
L,L,0.00,0.19,0.88,3.05,12.15,-4.33,-7.09,36.79,-400.00
L,L,0.02,0.20,0.93,3.11,13.37,-5.13,-7.59,37.65,-400.00
L,L,0.05,0.20,0.91,5.62,14.59,-5.55,-7.59,37.65,-400.00
L,L,0.07,0.18,1.04,10.44,19.35,-3.97,-7.59,37.65,-400.00
L,L,0.06,0.18,1.05,-0.55,22.58,-4.21,-7.82,37.12,-400.00
L,L,0.05,0.21,1.10,-7.26,18.31,-6.04,-7.82,37.12,-400.00
L,L,0.05,0.27,1.07,-10.93,-3.48,-7.69,-7.82,37.12,-400.00
L,L,0.05,0.29,0.88,-15.01,-11.54,-5.74,-7.82,37.12,-400.00
L,L,0.05,0.28,0.89,-5.92,-5.98,-3.85,-8.22,37.22,-400.00
L,L,0.03,0.27,0.95,-12.21,8.97,-0.12,-8.22,37.22,-400.00
L,L,0.06,0.27,0.93,-20.94,11.78,0.43,-8.22,37.22,-400.00
L,L,0.05,0.26,0.96,-13.61,11.17,-1.65,-8.54,36.49,-400.00
L,L,0.06,0.27,0.92,-8.91,11.29,-4.27,-8.54,36.49,-400.00
L,L,0.07,0.29,0.96,8.73,15.08,-6.65,-8.54,36.49,-400.00
L,L,0.07,0.28,0.99,9.95,21.00,-6.10,-8.89,36.17,-400.00
L,L,0.06,0.27,0.99,9.70,19.90,-6.10,-8.89,36.17,-400.00
L,L,0.06,0.29,1.02,8.85,9.70,-8.00,-8.89,36.17,-400.00
L,L,0.05,0.32,0.94,-1.89,-0.98,-7.14,-8.89,36.17,-400.00
L,L,0.05,0.32,0.87,-6.23,-6.04,-4.82,-10.13,36.45,-400.00
L,L,0.04,0.31,0.81,-10.01,-4.52,-3.91,-10.13,36.45,-400.00
L,L,0.09,0.28,0.80,-0.61,6.65,-2.14,-10.13,36.45,-400.00
L,L,0.09,0.22,0.85,7.39,25.51,1.34,-10.05,36.91,-400.00
L,L,0.08,0.20,0.89,19.23,34.55,-3.91,-10.05,36.91,-400.00
L,L,0.09,0.23,1.02,18.92,34.91,-7.45,-10.05,36.91,-400.00
L,L,0.11,0.27,0.99,14.22,25.02,-9.83,-10.05,36.91,-400.00
L,L,0.11,0.25,0.99,16.42,11.47,-6.04,-10.17,37.15,-400.00
L,L,0.10,0.25,0.98,9.09,10.25,-5.49,-10.17,37.15,-400.00
L,L,0.10,0.27,0.92,-0.98,11.54,-6.84,-10.17,37.15,-400.00
L,L,0.11,0.29,0.90,4.33,7.57,-5.74,-11.21,37.06,-400.00
L,L,0.13,0.28,0.86,7.51,14.16,-1.53,-11.21,37.06,-400.00
L,L,0.14,0.23,0.88,10.62,23.25,0.06,-11.21,37.06,-400.00
L,L,0.13,0.19,0.96,15.69,37.35,-2.14,-11.21,37.06,-400.00
L,L,0.14,0.24,1.01,15.93,34.12,-10.13,-12.48,37.55,-400.00
L,L,0.15,0.29,1.01,14.10,22.58,-12.39,-12.48,37.55,-400.00
L,L,0.19,0.32,1.00,13.18,20.02,-9.03,-12.48,37.55,-400.00
L,L,0.18,0.26,0.98,9.58,20.51,0.12,-12.67,38.11,-400.00
L,L,0.17,0.21,0.99,7.51,21.85,2.01,-12.67,38.11,-400.00
L,L,0.19,0.21,1.00,8.06,22.89,0.49,-12.67,38.11,-400.00
L,L,0.24,0.20,1.03,-0.24,13.61,1.83,-13.44,38.62,-400.00
L,L,0.23,0.15,0.92,-11.17,12.15,3.91,-13.44,38.62,-400.00
L,L,0.22,0.18,0.93,-1.71,19.35,-2.99,-13.44,38.62,-400.00
L,L,0.23,0.19,0.94,2.38,21.55,-6.10,-13.44,38.62,-400.00
L,L,0.21,0.25,1.00,6.10,21.36,-8.79,-14.79,39.39,-400.00
L,L,0.24,0.32,1.01,0.55,14.83,-8.61,-14.79,39.39,-400.00
L,L,0.26,0.32,1.01,-4.70,10.25,-0.06,-14.79,39.39,-400.00
L,L,0.22,0.25,0.96,-7.39,7.39,3.54,-15.81,39.22,-400.00
L,L,0.25,0.19,0.95,-1.77,3.54,2.56,-15.81,39.22,-400.00
L,L,0.24,0.19,0.91,-4.82,7.57,-3.11,-15.81,39.22,-400.00
L,L,0.22,0.22,0.93,-3.85,8.91,-6.71,-15.81,39.22,-400.00
L,L,0.24,0.31,0.92,-4.52,11.60,-10.38,-15.69,39.72,-400.00
L,L,0.24,0.31,0.93,1.10,14.71,-5.31,-15.69,39.72,-400.00
L,L,0.24,0.27,0.97,6.59,16.54,-1.34,-15.69,39.72,-400.00
L,L,0.24,0.27,0.98,6.16,16.30,-2.01,-16.59,40.33,-400.00
L,L,0.24,0.30,1.00,5.92,12.08,-3.48,-16.59,40.33,-400.00
L,L,0.25,0.32,1.00,0.79,9.40,-0.37,-16.59,40.33,-400.00
L,L,0.24,0.32,0.96,0.37,2.26,5.19,-17.82,41.39,-400.00
L,L,0.25,0.31,0.95,4.64,-0.37,7.75,-17.82,41.39,-400.00
L,L,0.31,0.23,0.89,8.85,2.08,13.85,-17.82,41.39,-400.00
L,L,0.25,0.09,0.95,14.28,8.06,15.93,-17.82,41.39,-400.00
L,L,0.23,0.08,0.96,8.61,8.97,-8.00,-18.05,41.15,-400.00
L,L,0.25,0.20,0.91,3.11,7.81,-12.70,-18.05,41.15,-400.00
L,L,0.28,0.33,0.98,8.54,5.43,-15.26,-18.05,41.15,-400.00
L,L,0.28,0.33,0.94,-1.40,3.85,-4.94,-19.03,40.92,-400.00
L,L,0.27,0.30,0.93,-2.14,2.08,0.00,-19.03,40.92,-400.00
L,L,0.25,0.24,0.88,-2.99,-3.11,3.30,-19.03,40.92,-400.00
L,L,0.28,0.24,0.86,-0.55,-1.53,-1.40,-19.03,40.92,-400.00
L,L,0.27,0.25,0.88,-7.69,11.35,-2.81,-19.75,41.89,-400.00
L,L,0.25,0.27,0.89,-7.93,17.52,-3.85,-19.75,41.89,-400.00
L,L,0.26,0.29,0.95,6.04,17.40,-6.16,-19.75,41.89,-400.00
L,L,0.28,0.29,1.00,14.53,6.53,-4.94,-20.91,41.43,-400.00
L,L,0.28,0.29,1.02,9.83,5.43,-3.78,-20.91,41.43,-400.00
L,L,0.27,0.29,0.96,-5.49,3.60,-1.71,-20.91,41.43,-400.00
L,L,0.27,0.29,0.95,-0.31,-4.27,-1.28,-20.91,41.43,-400.00
L,L,0.26,0.29,0.91,-7.39,-7.45,-0.18,-21.30,41.96,-400.00
L,L,0.26,0.29,0.89,-11.60,-5.37,0.92,-21.30,41.96,-400.00
L,L,0.24,0.30,0.83,-17.58,-4.15,2.87,-21.30,41.96,-400.00
L,L,0.26,0.28,0.78,-10.56,-1.89,3.36,-21.31,42.13,-400.00
L,L,0.26,0.27,0.83,3.23,12.88,4.82,-21.31,42.13,-400.00
L,L,0.19,0.24,1.08,22.64,8.42,2.26,-21.31,42.13,-400.00
L,L,0.25,0.24,1.19,46.33,-28.50,0.37,-21.15,42.35,-400.00
L,L,0.25,0.23,0.79,-0.49,-36.93,-4.03,-21.15,42.35,-400.00
L,L,0.24,0.27,0.79,12.76,-32.17,-5.49,-21.15,42.35,-400.00
L,L,0.20,0.23,0.91,36.13,-29.85,-3.66,-21.15,42.35,-400.00
L,L,0.20,0.20,0.91,30.64,-37.05,-4.39,-21.85,42.77,-400.00
L,L,0.21,0.27,0.86,27.89,-46.20,-6.96,-21.85,42.77,-400.00
L,L,0.19,0.20,0.79,33.33,-50.48,-6.90,-21.85,42.77,-400.00
L,L,0.17,0.20,0.81,57.07,-52.92,-7.69,-22.16,44.02,-400.00
L,L,0.15,0.14,0.88,91.00,-40.28,-5.31,-22.16,44.02,-400.00
L,L,0.14,0.10,0.97,109.80,-18.13,-6.10,-22.16,44.02,-400.00
L,L,0.15,0.06,1.07,103.64,-10.62,-2.99,-22.16,44.02,-400.00
L,L,0.15,0.08,1.00,79.35,-11.90,-0.55,-23.69,44.80,-400.00
L,L,0.14,0.07,0.92,72.88,-14.83,0.61,-23.69,44.80,-400.00
L,L,0.17,0.05,0.90,77.76,-13.31,1.04,-23.69,44.80,-400.00
L,L,0.15,0.02,1.06,20.51,-36.87,-2.20,-23.44,43.81,-400.00
L,L,0.10,0.05,0.96,6.53,-20.32,-1.83,-23.44,43.81,-400.00
L,L,0.10,0.04,1.00,5.55,-19.35,-5.19,-23.44,43.81,-400.00
L,L,0.05,0.05,0.95,5.13,-16.66,-7.39,-23.54,44.07,-400.00
L,L,0.07,0.06,0.95,4.58,-13.31,-10.31,-23.54,44.07,-400.00
L,L,0.07,0.03,1.00,3.66,-13.06,-11.23,-23.54,44.07,-400.00
L,L,0.18,0.02,0.95,4.39,-8.85,-6.10,-23.54,44.07,-400.00
L,L,0.05,0.08,0.89,5.62,-11.05,-5.37,-23.58,44.95,-400.00
L,L,0.08,0.01,0.90,4.03,-29.17,-21.91,-23.58,44.95,-400.00
L,L,0.08,0.06,0.99,-6.47,-31.80,-21.85,-23.58,44.95,-400.00
L,L,0.05,0.02,1.01,-6.10,-29.79,-19.10,-24.01,45.53,-400.00
L,L,0.03,0.05,0.97,-3.54,-21.48,-18.55,-24.01,45.53,-400.00
L,L,0.07,0.06,0.83,12.51,-20.26,-18.01,-24.01,45.53,-400.00
L,L,0.10,-0.04,1.00,5.37,-15.56,-15.08,-24.01,45.53,-400.00
L,L,0.09,-0.01,1.00,2.87,-9.58,-13.37,-23.95,44.37,-400.00
L,L,0.03,0.05,0.97,3.23,-4.64,-8.61,-23.95,44.37,-400.00
L,L,0.01,0.07,0.99,3.23,-12.27,-12.82,-23.95,44.37,-400.00
L,L,0.01,0.05,0.98,3.72,-15.87,-13.79,-25.02,44.45,-400.00
L,L,0.05,-0.00,1.01,4.09,-15.32,-11.29,-25.02,44.45,-400.00
L,L,0.05,0.02,0.97,3.42,-4.88,-3.54,-25.02,44.45,-400.00
L,L,0.04,0.01,0.98,3.97,-3.30,0.79,-25.02,44.45,-400.00
L,L,0.03,0.02,0.98,4.03,-1.83,3.17,-25.11,44.92,-400.00
L,L,0.01,0.03,0.99,4.03,0.49,2.87,-25.11,44.92,-400.00
L,L,0.01,0.04,0.98,3.97,4.09,2.01,-25.11,44.92,-400.00
L,L,-0.01,0.04,0.97,3.91,4.27,0.92,-24.35,44.64,-400.00
L,L,0.06,0.04,0.97,3.36,2.93,-1.40,-24.35,44.64,-400.00
L,L,0.02,0.04,0.98,3.66,-2.01,-1.65,-24.35,44.64,-400.00
L,L,0.03,0.03,1.00,3.48,-5.62,-3.05,-24.54,43.92,-400.00
L,L,-0.01,0.05,0.98,3.72,-6.04,-2.26,-24.54,43.92,-400.00
L,L,0.02,0.04,0.99,3.72,-6.29,-2.87,-24.54,43.92,-400.00
L,L,0.00,0.06,0.97,3.91,-3.05,-0.49,-24.54,43.92,-400.00
L,L,0.05,-0.02,0.95,4.33,-4.27,-1.10,-24.41,44.75,-400.00
L,L,0.02,0.03,0.99,3.54,-5.13,-0.85,-24.41,44.75,-400.00
L,L,0.03,0.03,0.96,3.97,-5.07,0.18,-24.41,44.75,-400.00
L,L,0.18,0.06,1.00,7.63,-8.91,6.16,-24.77,44.84,-400.00
L,L,0.02,0.03,0.95,12.39,-16.36,26.55,-24.77,44.84,-400.00
L,L,-0.04,0.05,0.97,11.96,-14.40,29.97,-24.77,44.84,-400.00
L,L,-0.06,0.00,1.00,8.30,-7.69,20.32,-24.77,44.84,-400.00
L,L,-0.01,0.03,0.99,6.59,-4.58,8.24,-23.51,44.98,-400.00
L,L,-0.01,0.03,0.99,4.58,-0.43,6.59,-23.51,44.98,-400.00
L,L,-0.01,0.03,0.98,5.31,-2.75,5.37,-23.51,44.98,-400.00
L,L,-0.02,0.03,1.00,9.70,-11.54,1.59,-24.41,44.73,-400.00
L,L,-0.02,0.03,0.98,6.71,-5.68,-0.31,-24.41,44.73,-400.00
L,L,-0.03,0.05,0.99,7.20,-6.23,-1.40,-24.41,44.73,-400.00
L,L,-0.04,0.03,0.99,7.26,-6.23,-5.98,-24.33,44.90,-400.00
L,L,-0.01,-0.00,0.97,6.96,-6.96,-16.85,-24.33,44.90,-400.00
L,L,-0.01,-0.01,0.99,6.59,-5.31,-18.37,-24.33,44.90,-400.00
L,L,0.04,0.03,0.98,5.07,-1.83,-14.89,-24.33,44.90,-400.00
L,L,-0.02,0.01,0.98,4.52,-0.92,-8.61,-24.93,44.78,-400.00
L,L,-0.01,0.01,0.98,4.27,-0.55,-7.08,-24.93,44.78,-400.00
L,L,-0.02,0.01,0.98,4.58,-1.16,-6.23,-24.93,44.78,-400.00
L,L,-0.02,0.01,0.98,4.46,-0.85,-5.13,-24.79,45.51,-400.00
L,L,-0.02,0.01,0.98,4.03,0.18,-2.99,-24.79,45.51,-400.00
L,L,-0.02,0.01,0.98,3.66,1.40,-1.83,-24.79,45.51,-400.00
L,L,-0.02,0.02,0.98,3.42,1.95,-0.98,-24.79,45.51,-400.00
L,L,-0.02,0.02,0.98,3.60,1.16,-0.92,-24.45,45.26,-400.00
L,L,-0.02,0.02,0.98,3.85,0.61,-0.49,-24.45,45.26,-400.00
L,L,-0.02,0.01,0.98,3.97,0.61,-0.31,-24.45,45.26,-400.00
L,L,-0.02,0.02,0.98,3.72,0.98,0.43,-24.99,45.26,-400.00
L,L,-0.02,0.02,0.98,4.03,0.55,1.04,-24.99,45.26,-400.00
L,L,-0.03,0.02,0.98,3.85,0.85,0.67,-24.99,45.26,-400.00
L,L,-0.03,0.02,0.98,3.85,0.73,1.22,-24.99,45.26,-400.00
L,L,-0.03,0.01,0.98,4.09,0.79,1.95,-24.44,45.72,-400.00
L,L,-0.02,0.02,0.98,5.98,0.79,3.78,-24.44,45.72,-400.00
L,L,-0.03,0.01,0.98,12.82,0.24,3.60,-24.44,45.72,-400.00
L,L,-0.02,0.01,0.98,11.96,1.22,2.32,-25.07,45.58,-400.00
L,L,-0.02,0.01,0.98,3.17,1.46,0.73,-25.07,45.58,-400.00
L,L,-0.02,0.02,0.98,4.82,0.92,0.00,-25.07,45.58,-400.00
L,L,-0.02,0.01,0.98,8.36,0.79,-0.67,-24.37,44.54,-400.00
L,L,-0.02,0.01,0.98,7.63,0.67,-0.55,-24.37,44.54,-400.00
L,L,-0.02,0.01,0.98,5.98,0.67,-0.79,-24.37,44.54,-400.00
L,L,-0.02,0.01,0.98,9.58,0.43,-0.92,-24.37,44.54,-400.00
L,L,-0.02,0.00,0.98,10.25,0.73,-0.55,-24.61,44.54,-400.00
L,L,-0.02,0.00,0.98,7.63,0.73,-1.04,-24.61,44.54,-400.00
L,L,-0.02,0.00,0.98,5.37,0.73,-2.08,-24.61,44.54,-400.00
L,L,-0.02,0.00,0.98,5.98,0.67,-1.34,-24.15,45.47,-400.00
L,L,-0.02,0.00,0.98,6.23,0.61,-1.83,-24.15,45.47,-400.00
L,L,-0.03,0.01,0.98,4.94,0.85,-3.60,-24.15,45.47,-400.00
L,L,0.06,-0.04,0.97,2.87,1.40,-8.30,-24.15,45.47,-400.00
L,L,-0.11,0.01,0.89,-45.78,4.39,-19.29,-24.96,45.04,-400.00
L,L,-0.02,0.04,1.05,-16.54,3.54,-18.07,-24.96,45.04,-400.00
L,L,-0.02,0.02,0.98,1.89,4.58,-13.98,-24.96,45.04,-400.00
L,L,-0.01,0.02,0.93,-0.79,10.13,-12.33,-25.49,44.67,-400.00
L,L,-0.02,0.01,0.97,3.30,1.77,-7.20,-25.49,44.67,-400.00
L,L,-0.02,0.01,0.98,1.89,4.33,-5.62,-25.49,44.67,-400.00
L,L,-0.02,0.02,0.98,4.03,0.24,-1.46,-24.91,45.23,-400.00
